date,time,s-ip,cs-method,cs-uri-stem,cs-uri-query,s-port,cs-username,c-ip,cs(User-Agent),sc-status,sc-substatus,sc-win32-status
2017-07-01,14:52:24,10.0.0.1,POST,/products.html,-,80,-,33.235.54.171,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1",200,0,0
2017-07-01,7:52:50,10.0.0.1,GET,/help.html,-,80,-,200.13.37.32,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:21.0.0) Gecko/20121011 Firefox/21.0.0,200,0,0
2017-07-01,10:34:53,10.0.0.2,POST,/products.html,-,80,-,181.214.193.65,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.36 Safari/535.7",200,0,0
2017-07-01,4:06:23,10.0.0.2,GET,/products.html,-,80,-,55.240.79.212,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",200,0,0
2017-07-01,22:30:28,10.0.0.1,POST,/index.html,-,80,-,252.250.153.92,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-gb) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,2:42:17,10.0.0.1,POST,/help.html,-,80,-,87.14.143.21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/11.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30",200,0,0
2017-07-01,8:18:18,10.0.0.1,GET,/products.html,-,80,-,200.13.37.32,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20130401 Firefox/21.0,200,0,0
2017-07-01,2:25:28,10.0.0.2,GET,/help.html,-,80,-,87.115.123.212,Mozilla/6.0 (Windows NT 6.2; WOW64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1,200,0,0
2017-07-01,0:23:36,10.0.0.1,POST,/index.html,-,80,-,210.13.37.33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",200,0,0
2017-07-01,22:00:25,10.0.0.1,POST,/login.html,-,80,-,178.122.108.201,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",200,0,0
2017-07-01,19:47:07,10.0.0.2,GET,/help.html,-,80,-,138.205.90.229,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.24 Safari/535.1",200,0,0
2017-07-01,18:45:48,10.0.0.2,GET,/index.html,-,80,-,190.3.124.96,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.17 Safari/537.36",200,0,0
2017-07-01,20:37:21,10.0.0.1,POST,/index.html,-,80,-,179.47.137.210,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; zh-cn) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",200,0,0
2017-07-01,22:13:08,10.0.0.1,POST,/login.html,-,80,-,156.133.147.66,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; es-es) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,9:05:08,10.0.0.1,POST,/index.html,-,80,-,191.200.216.76,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.16) Gecko/20120427 Firefox/15.0a1,200,0,0
2017-07-01,11:56:15,10.0.0.1,POST,/login.html,-,80,-,17.125.184.38,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1290.1 Safari/537.13",200,0,0
2017-07-01,12:38:00,10.0.0.2,GET,/products.html,-,80,-,249.96.53.252,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.16) Gecko/20120427 Firefox/15.0a1,200,0,0
2017-07-01,23:44:43,10.0.0.2,GET,/products.html,-,80,-,21.236.61.183,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:24.0) Gecko/20100101 Firefox/24.0,200,0,0
2017-07-01,15:37:41,10.0.0.1,GET,/login.html,-,80,-,174.231.181.76,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11",200,0,0
2017-07-01,4:27:07,10.0.0.1,GET,/products.html,-,80,-,90.255.1.100,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.2 Safari/537.36",200,0,0
2017-07-01,6:28:44,10.0.0.1,GET,/products.html,-,80,-,90.255.1.100,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; de-de) AppleWebKit/534.15+ (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",200,0,0
2017-07-01,16:30:45,10.0.0.1,POST,/index.html,-,80,-,216.133.180.239,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.810.0 Safari/535.1",200,0,0
2017-07-01,20:18:21,10.0.0.2,POST,/products.html,-,80,-,156.17.19.210,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/11.10 Chromium/18.0.1025.142 Chrome/18.0.1025.142 Safari/535.19",200,0,0
2017-07-01,7:30:07,10.0.0.1,GET,/products.html,-,80,-,189.77.123.21,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.25 (KHTML, like Gecko) Chrome/12.0.704.0 Safari/534.25",200,0,0
2017-07-01,21:29:53,10.0.0.2,GET,/products.html,-,80,-,90.255.1.100,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.17 Safari/537.11",200,0,0
2017-07-01,14:50:26,10.0.0.1,GET,/help.html,-,80,-,200.13.37.32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36",200,0,0
2017-07-01,7:10:45,10.0.0.2,POST,/help.html,-,80,-,139.57.178.32,"Mozilla/5.0 (Windows; U; Windows NT 6.0; nb-NO) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",200,0,0
2017-07-01,19:27:37,10.0.0.1,GET,/products.html,-,80,-,122.82.124.170,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1",200,0,0
2017-07-01,22:53:02,10.0.0.2,GET,/products.html,-,80,-,33.85.161.170,"Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25",200,0,0
2017-07-01,0:01:21,10.0.0.1,POST,/index.html,-,80,-,122.147.200.123,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/534.1+ (KHTML, like Gecko) Version/5.0 Safari/533.16",200,0,0
2017-07-01,0:19:01,10.0.0.2,GET,/login.html,-,80,-,73.219.255.58,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1",200,0,0
2017-07-01,16:24:24,10.0.0.1,GET,/login.html,-,80,-,157.11.36.12,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",200,0,0
2017-07-01,22:17:56,10.0.0.1,POST,/login.html,-,80,-,100.78.164.42,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1",200,0,0
2017-07-01,9:30:23,10.0.0.1,POST,/login.html,-,80,-,77.122.244.105,Mozilla/5.0 (Windows NT 6.2; rv:21.0) Gecko/20130326 Firefox/21.0,200,0,0
2017-07-01,4:41:30,10.0.0.1,GET,/login.html,-,80,-,250.192.124.186,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.810.0 Safari/535.1",200,0,0
2017-07-01,11:42:08,10.0.0.1,GET,/index.html,-,80,-,33.22.18.236,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",200,0,0
2017-07-01,15:35:20,10.0.0.1,POST,/index.html,-,80,-,211.205.202.186,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",200,0,0
2017-07-01,2:37:12,10.0.0.2,POST,/help.html,-,80,-,71.61.144.142,"Mozilla/5.0 (X11; CrOS i686 4319.74.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.57 Safari/537.36",200,0,0
2017-07-01,23:42:43,10.0.0.1,POST,/login.html,-,80,-,158.18.178.63,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0,200,0,0
2017-07-01,19:01:56,10.0.0.2,POST,/products.html,-,80,-,146.49.155.48,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30",200,0,0
2017-07-01,2:32:21,10.0.0.1,GET,/help.html,-,80,-,142.153.178.80,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; es-es) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,19:03:31,10.0.0.1,POST,/login.html,-,80,-,142.44.118.243,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:15.0) Gecko/20100101 Firefox/15.0.1,200,0,0
2017-07-01,4:50:55,10.0.0.2,GET,/products.html,-,80,-,188.44.209.123,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/24.0.1292.0 Safari/537.14",200,0,0
2017-07-01,4:59:40,10.0.0.2,GET,/index.html,-,80,-,154.123.51.58,Mozilla/5.0 (Windows NT 6.1; rv:6.0) Gecko/20100101 Firefox/19.0,200,0,0
2017-07-01,18:35:50,10.0.0.2,POST,/help.html,-,80,-,251.184.243.98,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20100101 Firefox/18.0.1,200,0,0
2017-07-01,22:16:25,10.0.0.2,GET,/help.html,-,80,-,142.149.12.184,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; sv-se) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,23:50:31,10.0.0.2,GET,/index.html,-,80,-,85.8.112.218,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; de-de) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",200,0,0
2017-07-01,6:15:43,10.0.0.1,GET,/index.html,-,80,-,233.176.18.7,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.35 (KHTML, like Gecko) Ubuntu/10.10 Chromium/13.0.764.0 Chrome/13.0.764.0 Safari/534.35",200,0,0
2017-07-01,10:53:45,10.0.0.2,GET,/products.html,-,80,-,67.176.166.171,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2",200,0,0
2017-07-01,14:05:20,10.0.0.1,GET,/help.html,-,80,-,123.175.146.215,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.24 Safari/535.1",200,0,0
2017-07-01,20:12:01,10.0.0.1,GET,/login.html,-,80,-,100.99.43.149,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1500.55 Safari/537.36",200,0,0
2017-07-01,23:52:00,10.0.0.1,GET,/help.html,-,80,-,210.13.37.33,Mozilla/5.0 (Windows NT 6.2; rv:22.0) Gecko/20130405 Firefox/22.0,200,0,0
2017-07-01,7:30:35,10.0.0.2,GET,/help.html,-,80,-,162.39.84.99,"Mozilla/5.0 (Windows; U; Windows NT 6.1; ja-JP) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",200,0,0
2017-07-01,4:39:57,10.0.0.1,POST,/login.html,-,80,-,128.146.166.194,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/22.0.1207.1 Safari/537.1",200,0,0
2017-07-01,23:51:53,10.0.0.1,GET,/products.html,-,80,-,235.20.98.102,Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20120716 Firefox/15.0a2,200,0,0
2017-07-01,1:17:04,10.0.0.1,GET,/login.html,-,80,-,241.50.235.221,Mozilla/6.0 (Windows NT 6.2; WOW64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1,200,0,0
2017-07-01,16:46:48,10.0.0.1,GET,/login.html,-,80,-,77.190.213.150,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-gb) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,7:25:43,10.0.0.1,GET,/products.html,-,80,-,37.107.75.106,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.54 Safari/535.2",200,0,0
2017-07-01,18:14:08,10.0.0.2,POST,/index.html,-,80,-,69.185.150.51,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1",200,0,0
2017-07-01,5:43:01,10.0.0.1,GET,/login.html,-,80,-,84.164.24.202,"Mozilla/5.0 ArchLinux (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1",200,0,0
2017-07-01,1:24:20,10.0.0.2,GET,/index.html,-,80,-,84.114.57.11,"Mozilla/5.0 (X11; Linux amd64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.24 Safari/535.1",200,0,0
2017-07-01,16:18:14,10.0.0.2,GET,/products.html,-,80,-,90.255.1.100,"Mozilla/5.0 (Windows; U; Windows NT 6.1; fr-FR) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,2:08:52,10.0.0.2,GET,/help.html,-,80,-,49.31.37.154,Mozilla/5.0 (Windows NT 6.1; de;rv:12.0) Gecko/20120403211507 Firefox/12.0,200,0,0
2017-07-01,21:08:33,10.0.0.2,GET,/index.html,-,80,-,123.160.150.120,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/14.0.825.0 Chrome/14.0.825.0 Safari/535.1",200,0,0
2017-07-01,19:19:44,10.0.0.1,POST,/index.html,-,80,-,39.215.190.204,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:14.0) Gecko/20100101 Firefox/14.0.1,200,0,0
2017-07-01,18:44:20,10.0.0.2,GET,/products.html,-,80,-,198.62.24.39,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.43 Safari/534.24",200,0,0
2017-07-01,17:17:52,10.0.0.1,POST,/products.html,-,80,-,80.142.184.16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/12.0.702.0 Safari/534.24",200,0,0
2017-07-01,12:15:32,10.0.0.1,GET,/login.html,-,80,-,157.252.232.85,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; zh-cn) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",200,0,0
2017-07-01,11:33:02,10.0.0.2,GET,/login.html,-,80,-,187.230.123.250,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/12.0.702.0 Safari/534.24",200,0,0
2017-07-01,20:20:49,10.0.0.2,GET,/help.html,-,80,-,66.25.181.237,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3",200,0,0
2017-07-01,20:14:57,10.0.0.1,POST,/login.html,-,80,-,90.255.1.100,"Mozilla/5.0 (X11; OpenBSD i386) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",200,0,0
2017-07-01,3:58:05,10.0.0.1,GET,/index.html,-,80,-,123.160.150.120,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2",200,0,0
2017-07-01,11:05:37,10.0.0.1,POST,/products.html,-,80,-,25.97.20.27,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.60 Safari/537.17",200,0,0
2017-07-01,8:34:09,10.0.0.2,GET,/login.html,-,80,-,20.236.229.161,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:11.0) Gecko Firefox/11.0,200,0,0
2017-07-01,12:44:55,10.0.0.1,GET,/products.html,-,80,-,72.106.152.123,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-us) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,10:18:06,10.0.0.1,POST,/index.html,-,80,-,194.204.158.43,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.1.16) Gecko/20120421 Gecko Firefox/11.0,200,0,0
2017-07-01,0:36:58,10.0.0.2,GET,/help.html,-,80,-,133.161.252.187,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,9:26:45,10.0.0.2,POST,/login.html,-,80,-,123.160.150.120,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,200,0,0
2017-07-01,13:19:30,10.0.0.2,POST,/login.html,-,80,-,216.183.56.111,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",200,0,0
2017-07-01,16:50:35,10.0.0.1,GET,/index.html,-,80,-,123.160.150.120,Mozilla/5.0 (Macintosh; I; Intel Mac OS X 11_7_9; de-LI; rv:1.9b4) Gecko/2012010317 Firefox/10.0a4,200,0,0
2017-07-01,13:21:08,10.0.0.1,POST,/login.html,-,80,-,142.59.117.59,Mozilla/5.0 (Windows NT 6.1; U;WOW64; de;rv:11.0) Gecko Firefox/11.0,200,0,0
2017-07-01,2:34:54,10.0.0.2,GET,/help.html,-,80,-,29.95.221.140,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/14.0.803.0 Chrome/14.0.803.0 Safari/535.1",200,0,0
2017-07-01,2:55:59,10.0.0.1,POST,/help.html,-,80,-,177.248.98.215,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11",200,0,0
2017-07-01,23:22:26,10.0.0.2,GET,/products.html,-,80,-,172.18.11.71,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.20 (KHTML, like Gecko) Chrome/19.0.1036.7 Safari/535.20",200,0,0
2017-07-01,20:37:00,10.0.0.2,POST,/login.html,-,80,-,80.5.124.44,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3",200,0,0
2017-07-01,15:20:06,10.0.0.2,GET,/index.html,-,80,-,192.222.254.110,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2",200,0,0
2017-07-01,23:39:16,10.0.0.1,POST,/index.html,-,80,-,190.248.104.179,"Mozilla/5.0 (X11; U; Linux armv7l; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16",200,0,0
2017-07-01,23:13:44,10.0.0.2,POST,/login.html,-,80,-,190.19.206.167,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; nb-no) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",200,0,0
2017-07-01,9:54:57,10.0.0.1,GET,/help.html,-,80,-,174.130.137.205,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.814.0 Safari/535.1",200,0,0
2017-07-01,23:01:08,10.0.0.2,GET,/login.html,-,80,-,167.84.52.164,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.220 Safari/535.1",200,0,0
2017-07-01,8:06:23,10.0.0.2,POST,/help.html,-,80,-,147.140.59.220,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/14.0.803.0 Chrome/14.0.803.0 Safari/535.1",200,0,0
2017-07-01,15:31:57,10.0.0.2,GET,/help.html,-,80,-,51.5.71.179,"Chrome/15.0.860.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/15.0.860.0",200,0,0
2017-07-01,14:56:44,10.0.0.1,POST,/login.html,-,80,-,36.69.191.115,"Mozilla/5.0 (Windows NT) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/11.0.672.2 Safari/534.20",200,0,0
2017-07-01,7:08:53,10.0.0.1,POST,/login.html,-,80,-,176.114.67.48,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; zh-cn) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
2017-07-01,3:04:49,10.0.0.2,POST,/help.html,-,80,-,215.51.206.165,Mozilla/5.0 (X11; OpenBSD amd64; rv:28.0) Gecko/20100101 Firefox/28.0,200,0,0
2017-07-01,3:23:11,10.0.0.1,POST,/help.html,-,80,-,55.246.232.141,"Mozilla/5.0 (Windows; U; Windows NT 6.1; ja-JP) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",200,0,0
2017-07-01,2:01:21,10.0.0.2,GET,/login.html,-,80,-,20.160.23.104,"Mozilla/5.0 (Windows; U; Windows NT 6.1; es-ES) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7",200,0,0
2017-07-01,18:05:58,10.0.0.1,POST,/index.html,-,80,-,224.215.123.103,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0,200,0,0
2017-07-01,14:18:41,10.0.0.2,GET,/help.html,-,80,-,70.3.194.176,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.34 Safari/534.24",200,0,0
2017-07-01,10:51:27,10.0.0.2,GET,/login.html,-,80,-,187.17.148.65,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/12.0.702.0 Safari/534.24",200,0,0
2017-07-01,12:11:14,10.0.0.2,POST,/products.html,-,80,-,190.170.80.13,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.694.0 Safari/534.24",200,0,0
2017-07-01,16:35:34,10.0.0.1,POST,/products.html,-,80,-,200.13.37.32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; th-th) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8",200,0,0
2017-07-01,20:16:16,10.0.0.1,POST,/products.html,-,80,-,199.68.172.240,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",200,0,0
2017-07-01,23:08:11,10.0.0.2,GET,/login.html,-,80,-,135.18.205.209,"Mozilla/5.0 (Windows; U; Windows NT 5.1; ru-RU) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",200,0,0
2017-07-01,6:11:17,10.0.0.1,GET,/login.html,-,80,-,14.99.83.28,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1,200,0,0
2017-07-01,1:28:47,10.0.0.2,GET,/index.html,-,80,-,123.160.150.120,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.43 Safari/534.24",200,0,0
2017-07-01,7:13:03,10.0.0.1,GET,/help.html,-,80,-,163.107.13.112,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; fr-fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",200,0,0
2017-07-01,9:57:07,10.0.0.1,GET,/index.html,-,80,-,14.99.83.28,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/18.6.872.0 Safari/535.2 UNTRUSTED/1.0 3gpp-gba UNTRUSTED/1.0",200,0,0
2017-07-01,16:19:26,10.0.0.1,POST,/login.html,-,80,-,14.99.83.28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30",200,0,0
2017-07-01,14:03:27,10.0.0.2,GET,/products.html,-,80,-,127.79.239.107,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/10.0.649.0 Safari/534.17",200,0,0
2017-07-01,21:15:25,10.0.0.2,POST,/index.html,-,80,-,174.127.12.97,"Mozilla/5.0 (Windows; U; Windows NT 6.1; ja-JP) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",200,0,0
2017-07-01,10:51:08,10.0.0.1,GET,/help.html,-,80,-,238.235.75.203,"Mozilla/5.0 (iPhone; U; fr; CPU iPhone OS 4_2_1 like Mac OS X; fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",200,0,0
2017-07-01,9:56:53,10.0.0.2,GET,/products.html,-,80,-,229.87.82.88,"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1",200,0,0
2017-07-01,10:50:43,10.0.0.2,GET,/products.html,-,80,-,177.171.62.173,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:21.0) Gecko/20100101 Firefox/21.0,200,0,0
2017-07-01,20:06:15,10.0.0.1,POST,/help.html,-,80,-,210.13.37.33,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27",200,0,0
